type	by	post_message	picture	link	link_domain	post_published	post_published_unix	likes	likes_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	post_user_166283443520449	O que há de errado com Marina  É inegável que o Brasil nos últimos anos aprendeu de forma pacífica e livre a conquista da democracia.  Foram oito anos de governo Lula_ um ex-metalúrgico saído das massas populares_ conhecedor do povo e suas injustiças e dificuldades.  Pesavam-lhe todos os fatores contra_ a esperança venceu o medo e Lula tornou-se um dos maiores estadistas da história recente do Brasil.  É inegável os avanços que proporcionou ao Brasil tanto nas políticas sociais_ na educação e na economia.  A verdade que o governo Lula causou inveja aos que acreditavam em um fracasso.  A alta popularidade o referendou a fazer seu sucessor e apostou todas as fichas na então Ministra Dilma_ tornando-a_ a primeira mulher Presidente da história do Brasil.  Mas o Brasil vem sofrendo_ apaticamente_ por anos a  doença da corrupção que contaminou todos os partidos. E isto não é exclusivamente deste ou daquele partido ou governo.  A voz das ruas que invadiram o país com protestos contra a corrupção é de uma sociedade cansada.  Desde o movimento “Diretas Já” e o “Fora Collor” não havia uma mobilização nacional que mexesse com o pensamento de que país estamos querendo construir_ e que respostas queremos dos políticos. É verdade que o movimento iniciado pelas redes sociais transformaram-se em um misto e_ hora grupos anarquistas_ hora partidos tentando aproveitar-se do fato popular_ foi esvaziando a mobilização_ entrou em campo a violência e o sentido  de luta foi neutralizado. Em meio a esta mobilização pela moralização_ Marina Silva buscava suas assinaturas para criação do partido “Rede Sustentabilidade” . Terceira colocada nas últimas eleições_ Marina buscava construir um partido identificado com seus ideais tanto na defesa da ecologia quanto na moral e decência da política. Mas era preciso conquistar as mais de 400 mil assinaturas para formalizar o partido.  Marina aparece em segundo lugar nas pesquisas atrás da Presidente Dilma e à frente da oposição_ logo o seu Rede Sustentabilidade não era bem vindo nas eleições de 2014. E a Justiça negou o pedido da criação do Rede por falta de assinaturas_ já que mais de 90 mil foram excluídas sem justificativa. Assim o destino da ex-senadora era esquecer a disputa 2014_ polarizada como nas últimas eleições por PT e PSDB. Mas ainda havia um plano emergente_ aliar-se a um pré-candidato saído das bases do governo Lula_ o governador Eduardo Campos do PSB.  E em defesa do direito de apresentar um projeto e uma opção diferente ao Brasil_ Marina abriu mão do sonho de tornar-se presidente_ em nome da democracia livre. A decisão de Marina Silva causou surpresa no meio político e coloca uma incerteza nos rumos da próxima eleição. O discurso de PT e PSDB já mudou. Marina e Campos é ameaça ao projeto de continuidade do governo petista e do sonho do PSDB em retomar o poder. E o que há de errado em Marina Silva? O sonho de construir um país mais justo_ democrático_ livre_ acabando com a corrupção e a conivência política_ protegendo as nossas riquezas naturais dos estrangeiros_ tornando o Brasil um país sustentável_ respeitando as diferenças e defendendo os direitos primordiais do ser humano.  O mesmo “erro” está  no povo_ e não somente em militantes do Rede Sustentabilidade.  O erro de Marina é ser diferente.  É ter o sonho de fazer a política e um Brasil diferente.   Adriel Ferreira 				2013-10-13T13:34:14+0000	1381671254	0	0	0	0	0	0	0	0	166283443520449_248445715304221	https://www.facebook.com/166283443520449/posts/248445715304221
link	post_user_166283443520449	Minha intenção não é defender o Lulinha_ mesmo porquê acho mesmo estranho a forma como ele enriqueceu. Só quero mostrar que no Facebook e internet em geral_ vale tudo_ se o objetivo é desconstruir a imagem do PT_ via família do Lula. Eu já fui filiado ao PT...saí e depois entrei no PDT...saí e agora estou tentando entender a Rede Sustentabilidade. Mas_ tenho o maior respeito pelo PT_ apesar do mensalão (não sou um daqueles que diz _mas tudo mundo faz isso_). Também não sou um desses fanáticos estúpidos_ da direita e da esquerda_ que acham que a verdade absoluta está sempre do seu lado_ constituído só de pessoas santificadas. Por exemplo_ dou gargalhadas de dar nós nas tripas_ quando vejo gente do PSDB acusar o PT de corrupção. Então_ segue aí uma informação útil:http://www.viomundo.com.br/denuncias/a-acao-de-lulinha-contra-os-que-o-atacam-na-rede.html	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD7o6OKVtmuat-I&w=154&h=154&url=http%3A%2F%2Fwww.viomundo.com.br%2Fwp-content%2Fuploads%2F2013%2F10%2FPicture-41-e1381568726211.png	http://www.viomundo.com.br/denuncias/a-acao-de-lulinha-contra-os-que-o-atacam-na-rede.html	viomundo.com.br	2013-10-13T12:05:48+0000	1381665948	8	8	0	0	0	0	0	8	166283443520449_248421471973312	https://www.facebook.com/166283443520449/posts/248421471973312
video	post_user_166283443520449	Primeiro grande encontro entre o PSB e Rede Sustentabilidade no dia 29 de outubro em São Paulo - escutem entrevista em formato de som - https://soundcloud.com/psb-40-2/psb-e-rede-anunciam-1a-reuni-o	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBbFWDD2GNthVF-&w=130&h=130&url=http%3A%2F%2Fi1.sndcdn.com%2Fartworks-000059869615-jiunl1-t500x500.jpg%3F3eddc42	https://soundcloud.com/psb-40-2/psb-e-rede-anunciam-1a-reuni-o	soundcloud.com	2013-10-13T03:46:08+0000	1381635968	1	1	0	0	0	0	0	1	166283443520449_672835772728145	https://www.facebook.com/166283443520449/posts/672835772728145
link	post_user_166283443520449	http://www.brasil247.com/pt/247/amazonas247/117652/Marina-tenta-desfazer-mal-estar-com-ruralistas.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDzNGSUDFIopB4x&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000338859.jpg	http://www.brasil247.com/pt/247/amazonas247/117652/Marina-tenta-desfazer-mal-estar-com-ruralistas.htm	brasil247.com	2013-10-12T23:55:04+0000	1381622104	0	0	0	0	0	0	0	0	166283443520449_756657814349325	https://www.facebook.com/166283443520449/posts/756657814349325
status	post_user_166283443520449	Maceió/AL_ 12 de outubro de 2013. (Dia de Nossa Senhora Aparecida_ Padroeira do Brasil). BASTA DE CORRUPÇÃO!  “São Miguel Arcanjo_ defendei-nos no combate_ sede o nosso protetor contra as maldades e ciladas do demônio. Ordene-lhe Deus_ instantemente o pedimos_ e vós_ príncipe da milícia celeste_ pela virtude divina_ precipitai ao inferno a satanás e aos outros espíritos malignos_ que andam pelo mundo para perder as almas. Amém”.  CARTA ABERTA AO POVO BRASILEIRO  CANDIDATO A PRESIDENTE INDEPENDENTE  Compatriotas_  Hoje_ no Brasil_ todo candidato a cargo eletivo deve_ obrigatoriamente_ estar filiado a um partido político_ conforme norma constitucional. A filiação partidária é uma das condições de elegibilidade previstas no parágrafo 3º do artigo 14 da Constituição Federal. Também são condições: nacionalidade brasileira_ pleno exercício dos direitos políticos_ alistamento eleitoral; domicílio eleitoral na circunscrição; e idade mínima de acordo com o cargo em disputa_ além da DITADURA do VOTO OBRIGATÓRIO! Alguns parlamentares_ felizmente_ criticam esse monopólio partidário e querem abrir a possibilidade para candidaturas independentes. Em 2011_ o senador Itamar Franco (PPS-MG)_ se manifestou a favor das candidaturas avulsas logo que foi convidado a integrar a Comissão da Reforma Política. No mesmo ano_ o senador Paulo Paim (PT-RS) apresentou proposta (PEC 21/06) que altera a Constituição visando permitir o registro de candidato sem vínculo partidário_ desde que a candidatura tenha o apoio de um número de eleitores a ser definido em lei. Ao defender sua proposta_ Paim argumenta que candidaturas independentes não representam novidade_ uma vez que já são aceitas pela grande maioria dos países democráticos. Conforme dados divulgados pela Rede de Informações Eleitorais ACE_ nove em cada dez países democráticos permitem candidatos avulsos em algum tipo de eleição - cerca de 37% dos países aceitam candidaturas independentes em eleições legislativas e presidenciais; perto de 40% apenas para eleições legislativas; e outros 13% apenas para eleição de presidente da República. O Brasil faz parte da minoria que exige dos candidatos o vínculo partidário_ ao lado_ entre outros_ da Argentina_ Uruguai_ Peru_ México_ Costa Rica_ Guatemala_ Israel_ Suécia e África do Sul. Recentemente_ no site UOL ECONOMIA_ de 17/07/2013_ na matéria “Sem partido_ Marina defende candidaturas independentes”_ a ex-senadora Marina Silva voltou a defender o lançamento de candidaturas eleitorais sem vínculo a partidos. _Não se vai dialogar com as ruas aceitando ficha suja na campanha_ facilitando a vida dos partidos em relação às permissividades com o fundo partidário_ criando mais centralização e monopólio aos partidos__ disse Marina Silva. E completou: _As pessoas querem muito mais do que um discurso_ uma assinatura. Querem ação_ compromisso_. Faço minhas as oportunas e corajosas palavras da combativa líder brasileira. Só um cego_ oportunista ou coisa pior não vê que hoje_ no Brasil_ NÃO HÁ DEMOCRACIA. Há uma “democratura” de um tripartidarismo “neoliberal” e seus apaniguados “nanicos” que está arruinando o Brasil_ e que entregaram as nossas empresas estratégicas e estatais como a Embraer (EMBRAER É NOSSA!)_ a Vale do Rio Doce_ as “elétricas”_ as “telefônicas” e a Petrobrás (O PETRÓLEO É NOSSO!) “na bacia das almas”_ como dizia o saudoso senador Lauro Campos_ ao capital SUJO e apátrida_ num desmonte CRIMINOSO de NOSSO ESTADO NACIONAL_ principalmente das nossas VALOROSAS E PATRIÓTICAS FORÇAS ARMADAS. Convoco-as_ nesta candidatura_ para RESTABELECEREM A LEI E A ORDEM! Estamos SEM SAÚDE ao ponto de_ “comunistamente”_ o “governo” Dilma-Lula importar médicos cubanos – com todo o respeito a esses profissionais – porque SUCATEARAM A SAÚDE NA CORRUPÇÃO e a EDUCAÇÃO VAI PELO MESMO CAMINHO_ condenando os nossos jovens a ficarem à margem dos conhecimentos e das tecnologias que fazem A SOBERANIA dos países que nos dominam e nos espoliam_ obrigando-nos_ IMPATRIOTICAMENTE_ a sermos eternos e “carnavalescos” exportadores de commodities_ a “preço de banana” e ao sabor das conveniências dos especuladores nacionais e internacionais. E o pior: as EMPRESAS NACIONAIS desestimuladas e sucateadas_ OBRIGADAS PELA PESADA TRIBUTAÇÃO à sonegação e ao “caixa dois” para sobreviverem_ com os “eikesbatistas” dando calote no nosso MAIOR BANCO DE FOMENTO com o DINHEIRO DO POVO BRASILEIRO causando o maior prejuízo à Nação_ que é o DESCRÉDITO EM NOSSOS EMPREENDEDORES_ para ficarmos SEM SOBERANIA INDUSTRIAL_ mormente no SETOR PETROLÍFERO. Entenderam a “estratégia”? No Brasil_ só quem pode “pensar grande” é BANDIDO! Venho lutando HÁ ANOS_ para iniciar em Alagoas uma fábrica de aeronaves e sou chamado de “louco” e tratada pelos “bancos oficiais” como “uma empresa qualquer”_ uma empresa que PRODUZ SOBERANIA TECNOLÓGICA PARA O BRASIL. Claro_ MINHA EMPRESA (ainda na humilhante “informalidade”) É BRASILEIRA... Sem falar que já somos um NARCOPAÍS_ com mais de 90% dos municípios brasileiros dominados por traficantes da droga que está matando os nossos jovens: O DIABÓLICO CRACK! E para completar esse “quadro dantesco” em nossa “democracia de papel”_ a SUPREMA IMPUNIDADE já sinaliza_ no VERGONHOSO processo do “mensalão”_ a CAPITULAÇÃO DA NOSSA JUSTIÇA_ ou do que ainda resta dela. Prognóstico: GUERRA CIVIL DE BANDIDOS_ CAOS_ SE NÃO REAGIRMOS JÁ! AGORA! COM AS FORÇAS ARMADAS! VAMOS APOIÁ-LAS! O papa Francisco_ em suas lúcidas_ corajosas e renovadoras homilias vem repetindo que _os cidadãos_ sobretudo se são católicos_ não podem se desinteressar da política_. O Brasil É O MAIOR PAÍS CATÓLICO DO MUNDO e é um ABSURDO que seja um dos mais CORRUPTOS e VIOLENTOS do mundo e com “cidadãos e cidadãs católicos” que PAGAM OS MAIORES IMPOSTOS E JUROS DO MUNDO e que não se interessam por política_ como se ESTE RICO_ GRANDE e BELO PAÍS não fosse deles. Não é por acaso que a “cobiça internacional” e seus esbirros “domésticos” e “domesticados” pela corrupção está retalhando-o como um boi nas mãos de um competente magarefe; sendo impiedosamente SANGRADO pelos agiotas nacionais e internacionais. CONVOCO-OS A LUTAREM A MEU LADO! SOU CATÓLICO_ coordenador do MOVIMENTO NOVOS CATÓLICOS_ devoto de NOSSA SENHORA APARECIDA e de SÃO MIGUEL ARCANJO_ monarquista e presidente do Instituto Santos Dumont de Estudos Aeroespaciais – ISDEA_ primeiro instituto de Aviação Experimental civil e não governamental da história da Aviação Brasileira_ que está projetando um caça supersônico para a FAB_ um navio aeródromo para a MARINHA e um veículo blindado para o EXÉRCITO. Estou CANDIDATO A PRESIDENTE DA REPÚBLICA INDEPENDENTE_ para INICIAR_ no dia do “Inicio da Semana da Vida”_ UMA NOVA DEMOCRACIA NO BRASIL_ UMA NOVA VIDA POLÍTICA PARA O BRASIL! PAREDES CONSTRÓI UM NOVO BRASIL! E UMA NOVA FORÇAS ARMADAS_ para a DEFESA DO BRASIL! E-mails: isdeaero@yahoo.com.br /  aeronavaltec@yahoo.com.br  / paredesconstrutor@yahoo.com.br Twitter: @ParedesBr  Mariano Correia Paredes RG 174.154 SSP/AL. 				2013-10-12T15:20:18+0000	1381591218	0	0	0	0	0	0	0	0	166283443520449_248157015333091	https://www.facebook.com/166283443520449/posts/248157015333091
link	post_user_166283443520449	http://www1.folha.uol.com.br/poder/2013/10/1355664-campos-tenta-desfazer-crise-com-ruralistas-apos-alianca-com-marina.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAXXmr2ZeQj0fzI&w=154&h=154&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Ffurniture%2F5.2%2Fimages%2Flgo-folha_facebook.jpg	http://www1.folha.uol.com.br/poder/2013/10/1355664-campos-tenta-desfazer-crise-com-ruralistas-apos-alianca-com-marina.shtml	.folha.uol.com.br	2013-10-12T13:15:16+0000	1381583716	0	0	0	0	0	0	0	0	166283443520449_756277947720645	https://www.facebook.com/166283443520449/posts/756277947720645
status	post_user_166283443520449	As Pesquisas mostram claramente_ só Marina levaria a Campanha para o segundo turno_ infelizmente parece que estão sepultando esta possibilidade. O plano _C_ está naufragando antes de sair do porto.				2013-10-12T12:15:39+0000	1381580139	0	0	1	1	0	0	0	1	166283443520449_248083355340457	https://www.facebook.com/166283443520449/posts/248083355340457
link	post_user_166283443520449	Os _extraordinários_ cartórios eleitorais que_ a pedido do PT_ reprovaram dezenas de milhares de assinaturas do Rede Sustentabilidade de Marina Silva_ avalizaram assinaturas falsas do recém-criado Solidariedade do deputado Paulinho da Força_ como no caso surreal de um membro do Conselho Nacional de Justiça (CNJ). Confira a matéria-denúncia da jornalista Júnia Gama_ publicada agora em O Globo. O _Brazil_ é um espetáculo de bizarrices! Abs. Helder Caldeira.	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBj9xAIG6oJFmER&w=154&h=154&url=http%3A%2F%2Foglobo.globo.com%2Fin%2F10344395-856-ded%2FFT631A%2Fassinatura_1.jpg	http://oglobo.globo.com/pais/assinatura-falsa-de-conselheiro-do-cnj-foi-avalizada-em-cartorio-usada-na-criacao-do-solidariedade-10344396	oglobo.globo.com	2013-10-12T00:41:12+0000	1381538472	20	20	5	5	0	0	2	27	166283443520449_247925345356258	https://www.facebook.com/166283443520449/posts/247925345356258
link	post_user_166283443520449	Em sintonia com o dia das crianças_ compartilhamos nossa canção Gayam_ uma das produções que mais nos demandou dedicação! https://soundcloud.com/essenciais/gayam-pr-master-hino-para	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB1jvrlbuHI9JTK&w=154&h=154&url=http%3A%2F%2Fi1.sndcdn.com%2Fartworks-000024111501-eyypp7-t500x500.jpg%3F3eddc42	https://soundcloud.com/essenciais/gayam-pr-master-hino-para	soundcloud.com	2013-10-11T23:49:01+0000	1381535341	0	0	0	0	0	0	0	0	166283443520449_243192292503393	https://www.facebook.com/166283443520449/posts/243192292503393
video	post_user_166283443520449		https://fbexternal-a.akamaihd.net/safe_image.php?d=AQA47l5CplhOhmiz&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F-oj8HLwf0EY%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=-oj8HLwf0EY	youtube.com	2013-10-11T20:14:35+0000	1381522475	5	5	0	0	0	0	0	5	166283443520449_533989956686632	https://www.facebook.com/166283443520449/posts/533989956686632
link	post_user_166283443520449	(((Marina Silva e Eduardo Campos geram fato novo))) 08 outubro_ 2013 - Sérgio Abranches Surpresa_ ousadia e movimentos que somam_ em lugar de dividir_ têm alto impacto na política. A maneira como Marina Silva respondeu à impugnação da Rede Sustentabilidade pelo TSE_ e Eduardo Campos recebeu sua iniciativa_ foi de alto impacto. Transformou-se imediatamente em um fato político com forte repercussão na mídia e na política. Hoje os jornais estão cheios de reações e declarações de todas as lideranças relevantes_ de todos os campos_ de Lula e Dilma_ de Aécio a Roberto Freire_ só para mencionar as mais óbvias. Todos os analistas estão acompanhando com lupa os eventos e as reações_ para tentar captar sinais que permitam antecipar os movimentos futuros com impacto político-eleitoral. A decisão mexeu em todo o tabuleiro político-eleitoral_ alterou os cálculos de todos os agentes e remexeu as expectativas em relação às possíveis chapas e coligações na disputa de 2014. O tema da sustentabilidade entra na agenda eleitoral com esse movimento de Marina e Eduardo Campos_ como desafio para eles mesmos e para os demais concorrentes na eleição. A maior novidade não é o gesto de Marina Silva_ certamente singular na história política recente do país. A maior novidade é estar em negociação uma coligação programática_ baseada em uma carta de princípios e na hospedagem amistosa de uma força política em um partido consolidado. Há precedentes históricos para esse tipo de recepção de uma força política autônoma por um partido político. A negociação programática de uma coligação eleitoral não tem precedentes. Na segunda república_ de 1945-1964_ o PTB abrigou várias forças proscritas_ sobretudo ligadas ao partido comunista_ sem lhes cobrar adesão a seu programa. O MDB_ durante a ditadura militar_ de 1964 a 1984_ abrigou várias forças políticas banidas que_ depois da redemocratização_ se constituiriam em partidos independentes. Se as negociações para formação desta coligação derem certo_ vai se criar um exemplo muito importante para a dinâmica do presidencialismo de coalizão no Brasil. Criei esse conceito_ de presidencialismo de coalizão_ para explicar as peculiaridades do presidencialismo brasileiro_ no qual o(a) presidente raramente consegue fazer a maioria no Congresso para seu partido_ não tem condições de governabilidade ficando em minoria_ e precisa negociar uma coalizão multipartidária para governar. Tenho dito que o problema deste modelo específico de governança presidencialista não é depender de uma coalizão. É a maneira pela qual as coalizões são negociadas_ na base do toma-lá-cá_ que cargos eu levo ou ofereço_ quem financia minha campanha. Uma coligação programática dá outra dimensão à aliança entre forças político-partidárias e reduz consideravelmente a corrupção eleitoral_ particularmente se esse mesmo padrão for aplicado_ posteriormente_ em caso de vitória_ na negociação da coalizão de governo. Quem terá a maioria no Congresso_ só as eleições dirão. Somente após conhecido o resultado das eleições parlamentares_ é possível saber as possibilidades de formação de uma coalizão majoritária para apoiar o governo. Na Europa_ todas as coalizões são programáticas e há várias delas no poder_ muitas indo muito bem. No Reino Unido_ para poder organizar um governo com maioria no parlamento_ o líder conservador_ David Cameron_ teve que negociar uma agenda programática com Nick Clegg_ o líder social-liberal_ para formarem uma coalizão de governo. Na Alemanha_ Angela Merkel governou em coalizão com o FDP. Seu partido democrata cristão_ CDU tem uma aliança programática permanente com o CSU. O FDP não conseguiu representação no parlamento nas últimas eleições por causa da cláusula de barreira_ não obteve 5% dos votos. Merkel terá que negociar nova coalizão_ com os Verdes_ bem mais à esquerda que o CDU/CSU_ ou com a social democracia_ SDP_ o partido mais forte da oposição. Merkel já fez uma “grande coalizão” com o SDP_ no início de seu governo. Foram negociados os pontos que a social democracia considerava essenciais para incorporar à agenda do governo que formariam. Agora vai ser a mesma coisa. Essa forma de negociar coalizões só é estranha à política brasileira_ com sua cultura clientelista e fisiológica. Marina Silva e Eduardo Campos estão se comprometendo a mostrar que existe a possibilidade de fazer como na Europa e ter uma negociação essencialmente programática. A pauta da sustentabilidade passa a ter importância inclusive na mídia_ principalmente na cobertura política_ desde já_ porque há óbvias e notórias diferenças entre o PSB e a Rede Sustentabilidade_ que começam agora a negociar uma plataforma programática comum para as eleições de 2014. O processo de acomodação dos pontos principais da agenda da sustentabilidade que a Rede traz para essa discussão e os pontos já cristalizados do programa do PSB_ será rico_ complicado e vai gerar fatos políticos. O problema principal não é o que o PSB fazia antes da coligação_ mas o que ele está disposto a fazer a partir da coalizão. O mesmo é verdade para a Rede_ o problema não é sua identidade antes da decisão de Marina Silva_ mas sua atitude como parte da coligação. Certamente não será fácil e haverá conflito. Resolver conflitos é a principal tarefa de lideranças políticas fortes. É um teste em várias dimensões_ tanto para Marina Silva_ quanto para Eduardo Campos: da disposição de formar alianças programáticas e não fisiológicas (pragmáticas todas acabam sendo e isso não é demérito); da capacidade das lideranças das duas forças de resolver conflitos; da habilidade dessas lideranças na negociação de pontos programáticos e não de interesses imediatos; da capacidade de distinguir o que é essencial_ do que é acessório nesta negociação. É uma oportunidade para a Rede pensar soluções que funcionem para promover o ajustamento entre o princípio da sustentabilidade e questões que são importantes na pauta do PSB e estão longe de serem sustentáveis. Uma área óbvia é a do agronegócio_ do qual o PSB se aproximou. Há_ claramente_ um caminho sustentável para o agronegócio e que é bastante vantajoso do ponto de vista econômico e da competitividade. O governo tem um plano para isso_ mas não sabe o que fazer com ele. Essa discussão programática é uma oportunidade ímpar para o PSB modernizar sua agenda e seu programa. É_ também_ uma ocasião propícia para a Rede Sustentabilidade tratar com realismo e criatividade pontos que não fazem parte de seu programa. Para diversificar sua própria agenda_ buscando caminhos que conciliem novos pontos programáticos com o princípio geral da sustentabilidade. Há_ novamente_ precedentes na Europa_ onde vários partidos socialistas_ como o Trabalhista_ no Reino Unido_ e a Social Democracia Alemã_ modernizaram seus programas_ incluindo a sustentabilidade como questão central_ que articula os outros pontos de seus programas. E partidos verdes_ que incorporaram a seus programas temas que não pertenciam tradicionalmente ao ideário ambientalista. Outra questão a examinar é a consequência eleitoral de uma chapa Eduardo Campos/Marina Silva. Li muitas análises dizendo que a redução do número de candidaturas – quando Marina deixou de se filiar a uma legenda para ser candidata e Serra decidiu ficar no PSDB – aumentaram as chances de vitória governista no primeiro turno. Não há rigorosamente base empírica_ política ou lógica para essa conclusão. Só Fernando Henrique Cardoso_ em situação muito especial_ se elegeu no primeiro turno_ na ainda curta_ é verdade_ história eleitoral da Terceira República: Collor disputou o segundo turno com Lula; Lula disputou o segundo turno_ na primeira eleição com Serra e_ na reeleição_ com Alckmin; Dilma disputou o segundo turno com Serra. Por que agora_ com três candidaturas competitivas pelo menos (Dilma_ Aécio_ Eduardo/Marina) seria diferente? O quadro econômico é instável. O quadro social tem dado seguidas demonstrações de insatisfação em vários campos. As candidaturas prováveis são competitivas. É um ambiente para eleições muito disputadas_ não para vitórias em primeiro turno.  http://www.ecopolitica.com.br/2013/10/08/marina-silva-e-eduardo-campos-geram-fato-novo/  Comentário na CBN: http://cbn.globoradio.globo.com/comentaristas/sergio-abranches/2013/10/08/SAIDA-DE-MARINA-SILVA-PARA-O-PSB-COLOCA-SUSTENTABILIDADE-NA-PAUTA-ELEITORAL-E-POLITICA.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB1r4fJcAUjmXNO&w=154&h=154&url=http%3A%2F%2Fcache4.intelliweather.net%2Fwcw%2Fworld_climate_widget_sidebar.gif	http://www.ecopolitica.com.br/2013/10/08/marina-silva-e-eduardo-campos-geram-fato-novo/	ecopolitica.com.br	2013-10-11T14:46:35+0000	1381502795	1	1	0	0	0	0	0	1	166283443520449_633315870062727	https://www.facebook.com/166283443520449/posts/633315870062727
video	post_user_166283443520449	http://www.youtube.com/watch?v=zzJDdQ9TF5U	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQC6FGOnSsi8xWH-&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FzzJDdQ9TF5U%2Fhqdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=zzJDdQ9TF5U	youtube.com	2013-10-11T02:23:02+0000	1381458182	0	0	0	0	0	0	0	0	166283443520449_1396218287278289	https://www.facebook.com/166283443520449/posts/1396218287278289
video	post_user_166283443520449		https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDdZnmHdTv0c-sd&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FuIzIeW57rag%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=uIzIeW57rag	youtube.com	2013-10-11T01:36:27+0000	1381455387	3	3	0	0	0	0	0	3	166283443520449_533519143400380	https://www.facebook.com/166283443520449/posts/533519143400380
video	post_user_166283443520449		https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCWXIG3nlTyT2zj&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FkB2btgCTtNM%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=kB2btgCTtNM	youtube.com	2013-10-10T14:04:58+0000	1381413898	3	3	0	0	0	0	0	3	166283443520449_533241903428104	https://www.facebook.com/166283443520449/posts/533241903428104
photo	post_user_166283443520449	Marina Presidente e Eduardo Campos Vice _40_ https://www.facebook.com/photo.php?fbid=10151900531428257&set=o.274140436018932&type=1&theater	https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-ash3/t1.0-0/1385801_10151900531428257_1447949179_s.jpg	https://www.facebook.com/photo.php?fbid=10151900531428257&set=o.274140436018932&type=1	facebook.com	2013-10-09T21:18:57+0000	1381353537	0	0	0	0	0	0	0	0	166283443520449_586159458086074	https://www.facebook.com/166283443520449/posts/586159458086074
photo	post_user_166283443520449	Marina Presidente é 40. https://www.facebook.com/photo.php?fbid=417516595014648&set=a.274143566018619.48798.274140436018932&type=1&theater	https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-prn2/t1/1384368_417516595014648_810365055_s.jpg	https://www.facebook.com/photo.php?fbid=417516595014648&set=a.274143566018619.48798.274140436018932&type=1	facebook.com	2013-10-09T21:12:13+0000	1381353133	0	0	0	0	0	0	0	0	166283443520449_586158021419551	https://www.facebook.com/166283443520449/posts/586158021419551
photo	post_user_166283443520449	Poema recitado por Marina Silva no momento decisivo que culminou na aliança entre a Rede Sustentabilidade e o PSB.	https://fbcdn-photos-g-a.akamaihd.net/hphotos-ak-frc3/t1.0-0/1377474_746063862086998_186060585_s.jpg	https://www.facebook.com/photo.php?fbid=746063862086998&set=a.192243394135717.53812.100000501735590&type=1	facebook.com	2013-10-09T20:12:10+0000	1381349530	1	1	1	1	0	0	1	3	166283443520449_247207168761409	https://www.facebook.com/166283443520449/posts/247207168761409
status	post_user_166283443520449	TUMULO  Caiado ? _ por fora branquinho branquinho  por dentro ossos e podridão ?				2013-10-09T14:09:35+0000	1381327775	0	0	0	0	0	0	0	0	166283443520449_247089515439841	https://www.facebook.com/166283443520449/posts/247089515439841
link	post_user_166283443520449	http://www.brasil247.com/pt/247/poder/117233/Rede-Brasil-Atual-Marineiros-pedem-Fora-Campos.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAlMmLD2LMs0z7E&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000338160.jpg	http://www.brasil247.com/pt/247/poder/117233/Rede-Brasil-Atual-Marineiros-pedem-Fora-Campos.htm	brasil247.com	2013-10-09T12:25:05+0000	1381321505	0	0	0	0	0	0	0	0	166283443520449_754070284608078	https://www.facebook.com/166283443520449/posts/754070284608078
video	post_user_166283443520449	twitter @MarceLLourenco @cqc @MarceloTas @marcoluque @OscarFilho essa merece ir pro top five: com a #Rede o PSB está + próximo do 2º turno? http://youtu.be/6JyFNKkOXDA	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCMs-Zy8kjLjMfD&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F6JyFNKkOXDA%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://youtu.be/6JyFNKkOXDA	youtu.be	2013-10-09T10:58:27+0000	1381316307	4	5	0	0	0	0	0	4	166283443520449_532706030148358	https://www.facebook.com/166283443520449/posts/532706030148358
